Survey_StNo_HaulNo_Year,LATITUDE,LONGITUDE,Depth,Temperature,Salinity,Current_Speed,Grain_Size,Distance_to_Shore,F_LPUE,Scallop,MI_Av_E_Hr,MI_Av_LPUE,MI_Sum_Liv,Whelk,MmoAvScKwh,Cod_C,Cod_T,Cod_B,Cod_S,Haddock_C,Haddock_T,Haddock_B,Haddock_S,Plaice_C,Plaice_T,Plaice_B,Plaice_S,Whiting_C,Whiting_T,Whiting_B,Whiting_S,ComSkt_C,ComSkt_T,ComSkt_B,ComSkt_S,Blonde_C,Blonde_T,Blonde_S,C_Preds,T_Preds,B_Preds,S_Preds,Cuckoo,Thornback,Blonde,Spotted
BTS-VIIa/43/67/2010,53.8126,-3.54715,21.15,16.375,33.933,0.78,0.254375,33000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/23/64/2010,53.8906,-3.32035,11.67,16.551,33.646,0.89,0.254375,18000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/42/76/2010,53.96515,-3.81625,33.81,15.568,34.027,0.75,0.3340625,39000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/41/78/2010,53.9731,-3.56345,23.92,16.158,33.923,0.71,0.254375,24186.77344,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/424/73/2010,53.97355,-4.52075,38.6,14.86,34.103,1.33,2.350328125,12083.0459,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/12/79/2010,53.9761,-3.39255,17.92,16.428,33.62,0.8,0.254375,15000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/22/77/2010,54.0678,-3.79955,42.07,15.379,34.033,0.64,0.3340625,34409.30078,25.975,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/10/80/2010,54.1583,-3.40735,14.53,16.058,33.888,0.48,0.975601563,7071.067871,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/15/88/2010,54.6086,-3.85485,25.99,16.183,33.717,0.6,0.3340625,17804.49219,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/7/90/2010,54.58335,-3.70605,15.79,15.964,33.599,0.47,0.254375,7810.25,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/6/87/2010,54.70265,-3.7237,8.19,15.915,33.563,0.84,0.429296875,11661.90332,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/2/83/2010,54.7107,-4.57755,13.26,15.608,33.858,0.85,2.350328125,3162.277588,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/5/89/2010,54.74715,-3.58495,5.64,15.678,33.158,0.99,0.3340625,6403.124512,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/14/84/2010,54.6893,-4.2209,33.35,16.103,33.758,0.73,0.429296875,8246.210938,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/321/67/2011,52.3868,-4.2979,16.03,17.028,34.188,0.41,0.3340625,12369.31738,0,9966.455556,1.833332,290.9093025,533.3333333,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/416/66/2011,52.4402,-4.8047,47.75,15.713,34.469,0.84,2.350328125,35057.09375,0,9966.455556,2,29.85714286,59.71428571,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/430/151/2011,52.56175,-5.81955,60.14,14.849,34.258,1.38,2.350328125,26019.22461,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/316/68/2011,52.64145,-4.3678,15.94,16.659,34.246,0.43,2.350328125,16492.42188,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/309/70/2011,52.69495,-4.58765,38.44,16.243,34.303,0.58,0.975601563,10770.3291,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/233/148/2011,52.7918,-6.10305,11.43,16.109,34.264,0.75,0.254375,2828.427002,0,522.6481481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/313/69/2011,52.8272,-4.21035,11.09,16.537,34.139,0.17,0.3340625,4472.13623,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/441/147/2011,52.98415,-5.36015,71.02,14.746,34.244,1.5,1.3,44000,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/442/141/2011,52.99735,-4.8257,62.26,15.14,34.577,1.19,2.350328125,16278.82031,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/305/140/2011,53.0804,-4.42025,11.79,15.886,34.431,0.27,0.3340625,5385.164551,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/302/139/2011,53.20585,-4.70145,42.05,15.512,34.387,1.28,0.975601563,7810.25,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/12/98/2011,53.94975,-3.4282,17.99,16.502,33.684,0.82,0.254375,18439.08789,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/41/96/2011,53.9757,-3.55595,22.94,16.197,33.904,0.71,0.254375,23323.80664,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/42/95/2011,53.96305,-3.8172,33.01,15.568,34.027,0.75,0.3340625,39000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/206/130/2011,53.8724,-6.107,28.24,14.026,34.196,0.23,0.126875,10049.875,51.46917709,8536.822221,0,0,0,0.197,9228.522807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/23/99/2011,53.88865,-3.32575,11.92,16.551,33.646,0.89,0.254375,18000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/405/123/2011,53.83665,-5.23795,62.14,14.201,34.193,0.59,0.126875,36400.55078,58.35263747,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/43/92/2011,53.81165,-3.5457,21.15,16.375,33.933,0.78,0.254375,33000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/423/121/2011,53.7828,-4.13105,44,15.836,34.059,1.14,0.975601563,43324.35938,0,11793.51481,18.51666617,83.56311038,9703.850077,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,2,0
BTS-VIIa/53/94/2011,53.82995,-3.9147,37.98,15.817,34.027,0.95,0.975601563,50606.32422,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/27/81/2011,53.77355,-3.1449,9.01,16.751,33.521,0.59,0.254375,7000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/401/122/2011,53.8132,-4.7561,86.41,14.682,34.149,0.98,0.975601563,27166.1543,0,11793.51481,8.011111,96.39662973,2340.44697,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/28/83/2011,53.7581,-3.2807,14.17,16.771,33.766,0.77,0.254375,16000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/213/132/2011,53.7847,-5.9126,42.61,13.6,34.19,0.37,0.126875,20099.75,64.59467921,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/30/84/2011,53.6339,-3.32665,17.45,16.929,33.953,0.69,0.429296875,17000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/408/133/2011,53.7093,-5.4689,102.39,11.487,34.226,0.6,0.0471875,42720.01953,61.48622483,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/214/131/2011,53.602,-6.09795,10.33,15.721,34.184,0.47,0.254375,2236.068115,207.6338283,8536.822221,6,0,0,0.197,9228.522807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/47/88/2011,53.6672,-3.58085,30.38,16.729,33.933,0.81,0.429296875,34176.01563,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/31/85/2011,53.5565,-3.2912,10.58,16.923,34.048,0.67,0.349609375,12000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/55/74/2011,53.5479,-3.98105,42.54,16.45,34.05,1.04,0.909859375,24738.63477,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/49/87/2011,53.5376,-3.6966,32.87,16.841,34.044,0.86,0.975601563,24738.63477,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/419/73/2011,53.5196,-4.1778,42.02,16.295,34.11,1.33,3.6190625,14212.66992,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/447/137/2011,53.47585,-5.09685,79,14.243,34.212,1.22,0.975601563,33600.59375,31.78138633,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/409/136/2011,53.51785,-5.2902,64.92,14.027,34.202,1.07,0.3340625,47169.90625,26.47727273,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,4,0,0,0,0
BTS-VIIa/32/86/2011,53.44915,-3.40725,15.54,16.619,34.024,0.79,0.975601563,12165.52539,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/220/144/2011,53.44485,-5.93095,31.88,14.97,34.229,0.63,0.3340625,7810.25,77.06408071,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/36/78/2011,53.4126,-3.57845,12.17,16.875,34.142,0.8,2.350328125,12529.96484,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/38/75/2011,53.38085,-3.96325,18.3,16.763,34.182,0.77,0.429296875,7810.25,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/37/77/2011,53.3708,-3.80635,14.5,16.579,34.23,0.76,0.975601563,4472.13623,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/40/76/2011,53.33795,-4.20065,9.19,16.525,34.148,0.53,0.254375,3000,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/421/138/2011,53.19105,-5.22355,123.05,14.618,34.356,1.37,0.9536875,38078.86328,43.97312069,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/229/145/2011,53.1896,-5.938,34.31,15.304,34.203,0.79,0.975601563,10000,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/440/146/2011,53.12865,-5.7336,18.68,15.302,34.183,1.06,2.350328125,21000,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,34,34,30,0,34,0,0,34,0
BTS-VIIa/18/113/2011,54.35895,-3.89995,40.03,15.801,33.98,0.56,0.254375,23345.23633,29.86020305,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/17/114/2011,54.3381,-3.7188,32.56,15.904,33.94,0.5,0.0471875,15811.3877,48.64614717,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/16/110/2011,54.42245,-3.70285,23.76,16.08,33.602,0.5,0.126875,8944.272461,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/7/108/2011,54.60455,-3.63295,9.34,15.905,33.006,0.6,0.126875,4123.105469,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/15/107/2011,54.6086,-3.8522,25.99,16.183,33.717,0.6,0.3340625,17804.49219,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/6/106/2011,54.7019,-3.72365,13.78,15.915,33.563,0.84,0.429296875,11180.33984,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/2/102/2011,54.71145,-4.57945,13.26,15.608,33.858,0.85,2.350328125,3162.277588,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,6,4,0,6,0,0,2,0
BTS-VIIa/14/104/2011,54.72805,-4.12835,20.5,15.737,33.744,0.61,0.254375,5385.164551,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/5/109/2011,54.66705,-3.65455,13.06,15.908,33.571,0.84,0.254375,6082.762695,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/9/115/2011,54.32815,-3.4822,15.69,15.729,33.829,0.52,0.975601563,4242.640625,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/203/129/2011,54.19615,-5.7871,24.38,14.436,34.234,0.15,0.3340625,5099.019531,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/19/116/2011,54.1328,-3.55485,23.46,16.034,33.953,0.5,0.126875,16124.51563,101.6810359,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/10/97/2011,54.1829,-3.402,10.51,15.781,33.897,0.49,0.975601563,4242.640625,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/444/128/2011,54.1428,-5.4879,49.28,13.542,34.184,0.3,0.0471875,14764.82324,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/22/117/2011,54.0663,-3.79765,41.65,15.379,34.033,0.64,0.3340625,34000,25.975,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/425/125/2011,53.9953,-4.97795,54.92,14.432,34.171,0.76,0.909859375,13000,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/424/120/2011,53.97555,-4.51465,38.54,14.86,34.103,1.33,2.350328125,12083.0459,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/321/69/2012,52.3258,-4.3541,19.44,17.232,34.192,0.49,0.975601563,11401.75391,0,9966.455556,0,0,0,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/416/68/2012,52.3777,-4.8367,46.81,15.728,34.493,0.87,3.6190625,29732.13672,0,9966.455556,14.66666667,86.61627736,7348.121989,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/430/149/2012,52.563,-5.82055,60.14,14.849,34.258,1.38,2.350328125,26019.22461,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/316/70/2012,52.62655,-4.26435,16.37,16.827,34.133,0.44,0.3340625,10049.875,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/309/71/2012,52.73095,-4.4976,30.02,16.483,34.156,0.51,0.254375,6324.555176,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/233/148/2012,52.78305,-6.09245,15.93,16.055,34.19,0.86,0.3340625,3605.55127,0,522.6481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,4,0,0,4,0
BTS-VIIa/313/72/2012,52.8322,-4.20365,11.37,16.537,34.139,0.17,0.3340625,3605.55127,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/442/141/2012,52.2361,-4.83165,39.86,16.025,34.42,0.86,2.350328125,16155.49512,0,9966.455556,0,0,0,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/441/142/2012,52.9253,-5.38195,63.83,14.795,34.225,1.51,2.350328125,41436.69922,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/305/140/2012,53.0813,-4.4194,11.11,15.886,34.431,0.27,0.3340625,5099.019531,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/440/147/2012,53.1969,-5.746,37.05,15.195,34.18,0.98,0.3340625,22135.94531,145.9251459,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,34,0,34,0,0,28,0
BTS-VIIa/302/139/2012,53.1401,-4.64905,37.95,15.305,34.468,0.88,0.429296875,11704.69922,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/229/146/2012,53.19075,-5.93835,34.31,15.304,34.203,0.79,0.975601563,10000,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,4,0,0,4,0
BTS-VIIa/421/137/2012,53.1947,-5.2266,119.95,14.589,34.341,1.34,2.350328125,37656.33984,43.97312069,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,4,0,0,0,0
BTS-VIIa/40/77/2012,53.33845,-4.19105,9.33,16.494,34.156,0.42,0.254375,3000,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/37/79/2012,53.37165,-3.7646,13.99,16.716,34.205,0.74,0.429296875,5099.019531,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/38/78/2012,53.37935,-3.9686,18.38,16.763,34.182,0.77,0.429296875,7810.25,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,2,0
BTS-VIIa/36/80/2012,53.41255,-3.57655,12.25,16.875,34.142,0.8,2.350328125,12529.96484,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/220/145/2012,53.41245,-5.91275,32.46,14.903,34.208,0.67,0.3340625,10630.14648,25.62103441,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/32/85/2012,53.4707,-3.2998,12.16,16.863,34.109,0.75,0.3340625,11661.90332,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/409/133/2012,53.51415,-5.293,66.45,14.027,34.202,1.07,0.975601563,46647.61328,26.47727273,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,0,0,0,0
