LONGITUDE,LATITUDE,Haul_Index,F_LPUE,Depth,Temperature,Salinity,Distance_to_Shore,,Current_Speed,Cuckoo,Thornback,Blonde,Spotted
-3.72165,54.7033,BTS-VIIa/6/83/2001,0,8.4,15.915,33.563,11661.90332,,0.84,0,0,0,0
-4.585,54.715,BTS-VIIa/2/89/2001,0,12.14,15.608,33.858,3162.277588,,0.85,0,0,0,0
-4.2184,54.6867,BTS-VIIa/14/87/2001,0,33.7,16.103,33.758,8246.210938,,0.73,0,0,0,0
-3.62505,54.67915,BTS-VIIa/5/84/2001,0,15.38,15.891,33.369,4472.13623,,0.9,0,0,0,0
-4.68915,53.2108,BTS-VIIa/302/47/2001,0,35.04,15.536,34.379,7211.102539,,1.27,2,0,0,4
-5.73165,53.1316,BTS-VIIa/440/117/2001,35.4689137,26.13,15.302,34.183,21000,,1.06,0,0,4,0
-5.2216,53.2666,BTS-VIIa/421/48/2001,28.3547619,93.85,14.455,34.287,35000,,1.28,2,0,0,0
-5.94495,53.2066,BTS-VIIa/229/116/2001,0,33.02,15.326,34.208,9219.543945,,0.78,2,0,0,0
-4.09165,53.34085,BTS-VIIa/40/51/2001,0,8.13,16.421,34.222,3000,,0.71,0,0,0,0
-3.8041,53.36995,BTS-VIIa/37/53/2001,0,13.99,16.703,34.209,4472.13623,,0.78,0,0,0,0
-3.8684,53.38495,BTS-VIIa/38/52/2001,0,13.52,16.755,34.212,5000,,0.79,0,0,0,0
-3.57585,53.41415,BTS-VIIa/36/54/2001,0,12.25,16.875,34.142,12529.96484,,0.8,0,0,0,0
-5.91505,53.43005,BTS-VIIa/220/115/2001,71.14282008,32.15,14.895,34.216,9899.495117,,0.64,0,0,0,0
-3.2917,53.46995,BTS-VIIa/32/56/2001,0,11.89,16.863,34.109,11180.33984,,0.75,0,0,0,0
-5.3808,53.46915,BTS-VIIa/-9/112/2001,53.27118616,83.44,13.827,34.201,42190.04297,,1.09,8,0,0,0
-5.09495,53.4759,BTS-VIIa/447/111/2001,31.78138633,79,14.243,34.212,33600.59375,,1.22,0,0,0,0
-3.6741,53.56255,BTS-VIIa/49/55/2001,0,33.12,16.799,34.011,27202.94141,,0.85,0,0,0,0
-4.20495,53.48915,BTS-VIIa/419/49/2001,0,37.98,16.426,34.121,11313.70801,,1.34,2,0,0,0
-4.0417,53.5008,BTS-VIIa/55/50/2001,0,39.16,16.485,34.07,20248.45703,,1.04,0,0,0,0
-3.2767,53.5508,BTS-VIIa/31/62/2001,0,9.22,16.901,34.082,12000,,0.68,0,0,0,0
-3.58415,53.66245,BTS-VIIa/47/63/2001,0,30.79,16.729,33.933,33837.84766,,0.81,0,0,0,0
-3.2308,53.6709,BTS-VIIa/30/60/2001,0,11.99,16.786,33.981,12649.11035,,0.61,0,0,0,0
-5.4658,53.69755,BTS-VIIa/408/109/2001,61.48622483,103.04,11.487,34.226,42449.96875,,0.6,0,0,0,0
-6.11085,53.6284,BTS-VIIa/214/114/2001,47.52112767,14.28,15.715,34.195,5000,,0.4,0,0,0,0
-3.1667,53.7317,BTS-VIIa/27/61/2001,0,5.75,16.834,33.19,8246.210938,,0.61,0,0,0,0
-3.2392,53.74995,BTS-VIIa/28/59/2001,0,11.98,16.775,33.705,13038.4043,,0.73,0,0,0,0
-3.7892,53.74745,BTS-VIIa/54/64/2001,0,37.2,16.193,34.007,46270.94141,,0.86,0,0,0,0
-4.7483,53.8242,BTS-VIIa/401/97/2001,0,70.5,14.649,34.148,26305.89258,,1,0,0,0,2
-5.8883,53.74245,BTS-VIIa/213/108/2001,63.09171468,47.49,13.56,34.188,22022.71484,,0.41,0,0,0,0
-3.9133,53.8516,BTS-VIIa/53/65/2001,0,39.54,15.752,34.029,48918.30078,,0.94,0,0,0,0
-4.29995,52.38415,BTS-VIIa/321/35/2001,0,15.81,17.066,34.185,13000,,0.43,0,0,0,0
-4.87005,52.4308,BTS-VIIa/416/36/2001,0,54.82,15.572,34.543,36055.51172,,0.9,0,6,0,0
-5.84085,52.48585,BTS-VIIa/430/120/2001,0,70.18,14.663,34.389,25632.01172,,1.4,0,0,0,0
-4.38665,52.64005,BTS-VIIa/316/37/2001,0,17.72,16.659,34.232,17464.24805,,0.42,0,0,0,0
-4.5817,52.6967,BTS-VIIa/309/43/2001,0,37.92,16.243,34.303,10770.3291,,0.58,0,4,0,0
-6.1017,52.7583,BTS-VIIa/233/119/2001,0,13.7,16.097,34.243,3000,,0.8,0,0,0,0
-4.2059,52.8308,BTS-VIIa/313/38/2001,0,10.55,16.537,34.139,3605.55127,,0.17,0,4,0,0
-4.82165,52.9933,BTS-VIIa/442/45/2001,0,61.47,15.14,34.577,16278.82031,,1.19,0,0,0,0
-5.38165,52.9242,BTS-VIIa/441/118/2001,0,63.83,14.795,34.225,41436.69922,,1.51,0,0,0,0
-4.41755,53.08415,BTS-VIIa/305/46/2001,0,10.64,15.886,34.431,5099.019531,,0.27,0,0,0,0
-3.9183,54.05085,BTS-VIIa/22/81/2002,41.59090909,44.72,15.386,34.037,34885.52734,,0.75,0,0,0,0
-5.48085,54.14165,BTS-VIIa/444/86/2002,0,51.35,13.58,34.185,14764.82324,,0.31,0,0,0,0
-3.6442,54.18335,BTS-VIIa/19/80/2002,67.47716837,29.35,15.555,34.021,17888.54492,,0.44,0,0,0,0
-3.4017,54.1184,BTS-VIIa/10/79/2002,0,15.79,16.102,33.873,8000,,0.49,0,0,0,0
-5.7933,54.17255,BTS-VIIa/203/87/2002,0,25.2,14.314,34.219,5000,,0.17,0,0,0,0
-3.49745,54.25585,BTS-VIIa/9/78/2002,0,17.05,15.851,33.899,6324.555176,,0.5,0,0,0,0
-3.96245,54.28915,BTS-VIIa/18/76/2002,63.14285714,14.12,15.612,33.989,23021.72852,,0.43,0,0,0,0
-3.72,54.33755,BTS-VIIa/17/77/2002,48.64614717,32.56,15.904,33.94,15811.3877,,0.5,0,0,0,0
-3.7033,54.4192,BTS-VIIa/16/75/2002,0,23.76,16.08,33.602,8944.272461,,0.5,0,0,0,0
-3.74665,54.5725,BTS-VIIa/7/73/2002,0,20.54,16.061,33.609,10630.14648,,0.42,0,0,0,0
-3.96245,54.58745,BTS-VIIa/15/74/2002,0,31.89,16.163,33.829,21000,,0.7,2,0,0,0
-5.9158,53.4308,BTS-VIIa/220/94/2002,71.14282008,32.15,14.895,34.216,9899.495117,,0.64,0,0,0,0
-3.30995,53.47335,BTS-VIIa/32/53/2002,0,12.33,16.885,34.114,12206.55566,,0.75,0,0,0,0
-5.2892,53.51495,BTS-VIIa/409/92/2002,26.47727273,64.68,14.027,34.202,47169.90625,,1.07,0,0,2,0
-5.1034,53.4716,BTS-VIIa/447/93/2002,31.78138633,86.4,14.243,34.212,33600.59375,,1.22,0,0,0,0
-4.2034,53.48745,BTS-VIIa/419/46/2002,0,37.98,16.426,34.121,11313.70801,,1.34,0,0,0,0
-3.74085,53.49245,BTS-VIIa/49/50/2002,0,30.68,16.881,34.083,19235.38477,,0.85,0,0,0,0
-4.0417,53.4984,BTS-VIIa/55/47/2002,0,39.16,16.485,34.07,20248.45703,,1.04,0,0,0,2
-3.28,53.5525,BTS-VIIa/31/54/2002,0,9.84,16.901,34.082,12000,,0.68,0,0,0,0
-3.58245,53.6609,BTS-VIIa/47/55/2002,0,30.79,16.729,33.933,33837.84766,,0.81,0,2,0,0
-3.23255,53.6717,BTS-VIIa/30/56/2002,0,12.04,16.793,33.951,12649.11035,,0.63,0,0,0,0
-6.11085,53.62665,BTS-VIIa/214/90/2002,47.52112767,14.06,15.715,34.195,4472.13623,,0.4,0,0,0,0
-3.16415,53.73915,BTS-VIIa/27/57/2002,0,6.26,16.834,33.19,8246.210938,,0.61,0,0,0,0
-5.45495,53.6366,BTS-VIIa/408/91/2002,63.58234809,103.69,12.1,34.213,40496.91406,,0.74,0,0,0,0
-3.7742,53.7483,BTS-VIIa/54/63/2002,0,37.51,16.233,34.005,46270.94141,,0.86,0,4,0,0
-3.3709,53.7408,BTS-VIIa/28/58/2002,0,19.19,16.751,33.869,21023.79688,,0.8,0,0,0,0
-5.88835,53.7216,BTS-VIIa/213/89/2002,61.43814433,48.76,13.567,34.185,19798.99023,,0.43,0,0,0,0
-4.1983,53.82835,BTS-VIIa/423/64/2002,0,47.84,15.612,34.072,38013.15625,,1.16,0,0,0,2
-4.78745,53.7525,BTS-VIIa/401/83/2002,0,72.35,14.777,34.155,33000,,0.98,0,0,0,2
-3.91335,53.85745,BTS-VIIa/53/65/2002,0,39.71,15.691,34.032,48166.37891,,0.93,0,0,0,0
-3.5575,53.8367,BTS-VIIa/43/62/2002,0,22.96,16.35,33.926,33241.53906,,0.76,0,0,0,0
-5.13245,53.86,BTS-VIIa/405/84/2002,64.49907273,66.26,14.44,34.177,29732.13672,,0.62,0,0,0,0
-3.3309,53.8867,BTS-VIIa/23/60/2002,0,11.88,16.551,33.646,18000,,0.89,0,0,0,0
-6.1033,53.87245,BTS-VIIa/206/88/2002,58.54328622,28.62,14.026,34.196,10049.875,,0.23,0,0,0,0
-3.80915,53.97085,BTS-VIIa/42/66/2002,0,33.13,15.583,34.025,38626.41406,,0.73,0,0,0,0
-3.62255,53.91755,BTS-VIIa/41/61/2002,0,27.76,16.059,33.969,30000,,0.73,0,0,0,0
-4.9933,54.04255,BTS-VIIa/425/85/2002,0,73.72,14.353,34.177,12041.59473,,0.69,0,0,0,0
-4.5192,53.9742,BTS-VIIa/424/82/2002,0,38.6,14.86,34.103,12083.0459,,1.33,0,0,0,0
-3.32995,53.9934,BTS-VIIa/12/59/2002,0,17.07,16.221,33.511,9899.495117,,0.86,0,0,0,0
-4.30085,52.3833,BTS-VIIa/321/36/2002,0,15.81,17.066,34.185,13000,,0.43,0,0,0,0
-4.80665,52.43495,BTS-VIIa/416/35/2002,0,48.44,15.713,34.469,34928.49609,,0.84,0,0,0,0
-5.84,52.4942,BTS-VIIa/430/98/2002,0,70,14.663,34.389,25298.2207,,1.4,0,0,0,0
-4.38495,52.64245,BTS-VIIa/316/37/2002,0,17.19,16.659,34.232,17464.24805,,0.42,0,0,0,0
-4.485,52.7316,BTS-VIIa/309/38/2002,0,28.12,16.482,34.155,6708.203613,,0.52,0,0,0,0
-6.1092,52.7691,BTS-VIIa/233/97/2002,0,14.41,16.114,34.269,2000,,0.82,0,8,0,0
-4.2059,52.8308,BTS-VIIa/313/39/2002,0,10.55,16.537,34.139,3605.55127,,0.17,0,0,0,0
-4.81665,53.0025,BTS-VIIa/442/42/2002,0,62.17,15.14,34.577,17691.80664,,1.19,0,0,0,0
-5.3858,52.9184,BTS-VIIa/441/41/2002,0,60.66,14.795,34.225,41593.26953,,1.51,0,0,0,0
-4.4208,53.0792,BTS-VIIa/305/43/2002,0,11.79,15.886,34.431,5385.164551,,0.27,0,0,0,2
-5.7459,53.1934,BTS-VIIa/440/96/2002,145.9251459,33.66,15.195,34.18,21840.33008,,0.98,4,0,0,2
-4.69,53.20585,BTS-VIIa/302/44/2002,0,38.59,15.512,34.387,7810.25,,1.28,0,0,0,0
-5.225,53.25495,BTS-VIIa/421/45/2002,28.3547619,96.91,14.487,34.3,36013.88672,,1.3,0,0,0,2
-5.94255,53.2042,BTS-VIIa/229/95/2002,0,34.53,15.326,34.208,10049.875,,0.78,0,0,0,0
-4.1284,53.3383,BTS-VIIa/40/49/2002,0,9.94,16.482,34.192,3000,,0.46,0,0,0,0
-3.81745,53.37505,BTS-VIIa/37/52/2002,0,14.73,16.703,34.209,5385.164551,,0.78,0,0,0,0
-3.9784,53.37835,BTS-VIIa/38/48/2002,0,18.85,16.742,34.179,8602.325195,,0.74,0,2,0,0
-3.6941,53.395,BTS-VIIa/36/51/2002,0,15.66,16.925,34.164,10000,,0.76,0,0,0,0
-3.80995,54.66415,BTS-VIIa/6/71/2002,0,20.15,16.117,33.669,16000,,0.67,0,0,0,0
-4.12665,54.7283,BTS-VIIa/14/69/2002,0,20.48,15.743,33.735,5385.164551,,0.63,0,0,0,0
-4.4859,54.67755,BTS-VIIa/2/67/2002,0,8.88,15.799,33.825,2828.427002,,1.21,0,0,0,0
-3.62505,54.67835,BTS-VIIa/5/72/2002,0,15.38,15.891,33.369,4472.13623,,0.9,0,0,0,0
-5.4541,53.63335,BTS-VIIa/408/127/2003,63.58234809,102.41,12.1,34.213,40496.91406,,0.74,0,0,0,0
-3.6566,53.7483,BTS-VIIa/54/88/2003,0,36.68,16.321,33.981,40000,,0.8,0,0,0,0
-3.3642,53.7408,BTS-VIIa/28/96/2003,0,18.79,16.741,33.855,21023.79688,,0.8,0,0,0,0
-4.74755,53.8284,BTS-VIIa/401/77/2003,0,67.68,14.649,34.148,25317.97852,,1,0,0,0,2
-3.1375,53.80505,BTS-VIIa/27/95/2003,0,9.03,16.591,33.59,6000,,0.62,0,0,0,0
-5.8942,53.7358,BTS-VIIa/213/124/2003,63.09171468,46.8,13.594,34.186,20615.52734,,0.42,0,0,0,0
-4.1267,53.7825,BTS-VIIa/423/79/2003,0,43.18,15.814,34.056,43324.35938,,1.12,2,0,0,0
-3.43085,53.8367,BTS-VIIa/43/97/2003,0,17.37,16.539,33.877,25000,,0.79,0,0,0,0
-3.9984,53.7909,BTS-VIIa/53/78/2003,0,40.39,15.868,34.036,46529.55859,,1.01,0,0,0,0
-5.2525,53.83335,BTS-VIIa/405/120/2003,58.35263747,66.95,14.137,34.195,37802.11719,,0.59,0,0,0,0
-3.2309,53.9267,BTS-VIIa/23/98/2003,0,12.73,16.594,33.447,12041.59473,,1.04,0,0,0,0
-6.10415,53.8709,BTS-VIIa/206/123/2003,58.54328622,28.62,14.026,34.196,10049.875,,0.23,0,0,0,0
-3.8083,53.97255,BTS-VIIa/42/101/2003,0,33.13,15.583,34.025,38626.41406,,0.73,0,0,0,0
-3.62165,53.9183,BTS-VIIa/41/100/2003,0,27.76,16.059,33.969,30000,,0.73,0,0,0,0
-4.53005,53.9725,BTS-VIIa/424/103/2003,0,43.26,14.849,34.106,12083.0459,,1.34,0,0,0,0
-3.32415,54.0584,BTS-VIIa/12/99/2003,0,10.87,16.037,33.694,5830.95166,,0.67,0,0,0,0
-4.9709,53.96995,BTS-VIIa/425/119/2003,28.06951872,47.72,14.447,34.169,13601.4707,,0.78,0,0,0,0
-3.9184,54.05085,BTS-VIIa/22/102/2003,41.59090909,44.72,15.386,34.037,34885.52734,,0.75,0,0,0,0
-5.49005,54.1341,BTS-VIIa/444/121/2003,0,51.28,13.542,34.184,15556.34863,,0.3,0,0,0,0
-3.4041,54.19245,BTS-VIIa/10/105/2003,0,10.01,15.764,33.899,3605.55127,,0.5,0,0,0,0
-3.5458,54.12835,BTS-VIIa/19/104/2003,46.6822172,23.2,16.034,33.953,15811.3877,,0.5,0,0,0,0
-5.7933,54.1666,BTS-VIIa/203/122/2003,0,24.71,14.314,34.219,5000,,0.17,0,0,0,0
-3.48255,54.32495,BTS-VIIa/9/106/2003,0,14.13,15.729,33.829,4242.640625,,0.52,0,0,0,0
-3.9009,54.35,BTS-VIIa/18/107/2003,0,39.31,15.72,33.985,24041.62891,,0.55,0,0,0,0
-3.6633,54.395,BTS-VIIa/17/108/2003,0,23.23,15.965,33.661,9219.543945,,0.51,0,0,0,0
-3.6833,54.4892,BTS-VIIa/16/109/2003,0,20.98,15.939,33.403,3605.55127,,0.57,0,0,0,0
-3.7508,54.56995,BTS-VIIa/7/111/2003,0,20.65,16.084,33.615,10630.14648,,0.45,0,0,0,0
-3.96745,54.5883,BTS-VIIa/15/113/2003,0,32.14,16.163,33.829,21000,,0.7,0,0,0,0
-4.30245,52.37745,BTS-VIIa/321/69/2003,0,15.86,17.066,34.185,13000,,0.43,0,0,0,0
-4.8041,52.4392,BTS-VIIa/416/68/2003,0,47.85,15.713,34.469,35057.09375,,0.84,0,0,0,0
-5.8383,52.4992,BTS-VIIa/430/133/2003,0,70.68,14.663,34.389,25000,,1.4,0,0,0,0
-4.375,52.64005,BTS-VIIa/316/70/2003,0,15.86,16.659,34.246,17464.24805,,0.43,0,0,0,0
-4.5883,52.69665,BTS-VIIa/309/72/2003,0,38.44,16.243,34.303,10770.3291,,0.58,0,0,0,0
-6.11505,52.7634,BTS-VIIa/233/132/2003,0,13.28,16.099,34.27,1000,,0.8,0,0,0,0
-4.20755,52.82995,BTS-VIIa/313/71/2003,0,11.09,16.537,34.139,4472.13623,,0.17,0,0,0,0
-4.81995,52.99665,BTS-VIIa/442/73/2003,0,61.36,15.14,34.577,16278.82031,,1.19,0,0,0,0
-5.38165,52.9317,BTS-VIIa/441/131/2003,0,62.72,14.773,34.235,42296.57422,,1.53,0,0,0,0
-4.6883,53.2092,BTS-VIIa/302/74/2003,0,35.43,15.536,34.379,7211.102539,,1.27,0,0,0,4
-5.73085,53.13335,BTS-VIIa/440/129/2003,35.4689137,27.48,15.302,34.183,21000,,1.06,2,0,0,0
-5.2216,53.20915,BTS-VIIa/421/130/2003,43.97312069,107.28,14.589,34.341,36496.57422,,1.34,0,0,0,2
-5.955,53.2058,BTS-VIIa/229/128/2003,0,30.89,15.326,34.208,9055.385742,,0.78,0,0,0,2
-4.1283,53.3383,BTS-VIIa/40/82/2003,0,9.94,16.482,34.192,3000,,0.46,0,0,0,0
-3.69495,53.34335,BTS-VIIa/37/84/2003,0,10.32,16.56,34.238,5000,,0.65,0,0,0,0
-3.85835,53.3875,BTS-VIIa/38/83/2003,0,16.4,16.755,34.212,6000,,0.79,0,0,0,0
-3.5641,53.4167,BTS-VIIa/36/85/2003,0,11.26,16.794,34.136,12083.0459,,0.77,0,0,0,0
-5.90755,53.42495,BTS-VIIa/220/126/2003,25.62103441,39.27,14.827,34.209,9899.495117,,0.67,0,0,0,0
-3.3017,53.4716,BTS-VIIa/32/90/2003,0,12.16,16.863,34.109,11661.90332,,0.75,0,0,0,0
-5.30005,53.5091,BTS-VIIa/409/75/2003,21.15462412,69.12,14.011,34.203,46647.61328,,1.08,0,0,0,0
-5.00505,53.5242,BTS-VIIa/447/76/2003,0,45.8,14.684,34.214,31764.76172,,1.27,0,0,0,2
-4.1908,53.4775,BTS-VIIa/419/80/2003,0,38.02,16.457,34.114,10630.14648,,1.28,0,0,0,0
-3.745,53.4859,BTS-VIIa/49/89/2003,0,30.83,16.838,34.069,18973.66602,,0.87,0,0,0,0
-4.04255,53.4984,BTS-VIIa/55/81/2003,0,39.16,16.485,34.07,20248.45703,,1.04,0,0,0,0
-3.2867,53.5542,BTS-VIIa/31/91/2003,0,10.77,16.923,34.048,12000,,0.67,0,0,0,0
-3.58255,53.6691,BTS-VIIa/47/93/2003,0,30.28,16.678,33.937,34176.01563,,0.81,0,0,0,0
-3.2291,53.6733,BTS-VIIa/30/94/2003,0,12.52,16.793,33.951,12649.11035,,0.63,0,0,0,0
-6.1067,53.62085,BTS-VIIa/214/125/2003,47.52112767,14.57,15.715,34.195,4472.13623,,0.4,0,0,0,0
-4.5933,54.7167,BTS-VIIa/2/117/2003,0,11.12,15.608,33.861,3162.277588,,0.83,0,0,0,0
-3.8167,54.66245,BTS-VIIa/6/112/2003,0,20.75,16.119,33.67,16000,,0.69,0,0,0,0
-4.2216,54.6859,BTS-VIIa/14/116/2003,0,33.35,16.103,33.758,8246.210938,,0.73,0,0,0,0
-3.62915,54.6742,BTS-VIIa/5/110/2003,0,13.85,15.888,33.528,4472.13623,,0.88,0,0,0,0
-3.8479,54.60985,BTS-VIIa/15/102/2004,0,25.4,16.183,33.717,17029.38672,,0.6,0,0,0,0
-3.73715,54.57445,BTS-VIIa/7/104/2004,0,20.13,16.061,33.609,9848.857422,,0.42,0,0,0,0
-4.58745,54.71445,BTS-VIIa/2/97/2004,0,11.98,15.608,33.858,3162.277588,,0.85,0,0,0,0
-3.5921,54.74195,BTS-VIIa/5/103/2004,0,8.21,15.744,33.321,6403.124512,,1.04,0,0,0,0
-3.81635,54.661,BTS-VIIa/6/101/2004,0,20.75,16.119,33.67,16000,,0.69,0,0,0,0
-4.12095,54.73075,BTS-VIIa/14/98/2004,0,20.46,15.743,33.735,5385.164551,,0.63,0,0,0,0
-6.1057,53.61485,BTS-VIIa/214/121/2004,47.52112767,15.18,15.715,34.196,4123.105469,,0.43,0,0,0,0
-3.32945,53.6321,BTS-VIIa/30/89/2004,0,17.76,16.929,33.953,17000,,0.69,0,0,0,0
-5.4531,53.6266,BTS-VIIa/408/122/2004,62.85635549,100.64,12.1,34.213,40162.17188,,0.74,0,0,0,0
-5.91595,53.79085,BTS-VIIa/213/119/2004,64.95243258,41.78,13.613,34.19,20024.98438,,0.37,0,0,0,0
-3.3508,53.7404,BTS-VIIa/28/88/2004,0,18.17,16.741,33.855,20024.98438,,0.8,0,0,0,0
-3.65865,53.75245,BTS-VIIa/54/92/2004,0,37.61,16.321,33.981,40000,,0.8,0,0,0,0
-4.7426,53.82405,BTS-VIIa/401/77/2004,0,77.51,14.676,34.147,26305.89258,,0.99,2,0,0,0
-4.19855,53.8257,BTS-VIIa/423/114/2004,0,50.52,15.656,34.074,38832.97656,,1.17,0,0,0,0
-3.15045,53.77005,BTS-VIIa/27/87/2004,0,8.9,16.751,33.521,7000,,0.59,0,0,0,0
-3.45695,53.8496,BTS-VIIa/43/93/2004,0,17.82,16.519,33.872,27000,,0.79,0,0,0,0
-3.98975,53.79455,BTS-VIIa/53/113/2004,0,40.4,15.848,34.034,46529.55859,,1,0,0,0,0
-5.25065,53.8348,BTS-VIIa/405/118/2004,58.35263747,64.2,14.137,34.195,37802.11719,,0.59,0,0,0,0
-6.05125,53.9266,BTS-VIIa/206/120/2004,184.1835022,23.75,13.936,34.19,8602.325195,,0.21,0,0,0,0
-3.2802,53.9245,BTS-VIIa/23/95/2004,0,13.88,16.529,33.479,15033.29688,,0.99,0,0,0,0
-3.54675,53.98495,BTS-VIIa/41/94/2004,0,21.85,16.197,33.904,21954.49805,,0.71,0,0,0,0
-3.87155,53.90985,BTS-VIIa/42/112/2004,0,36.12,15.586,34.033,45177.42969,,0.85,0,0,0,0
-4.40865,54.0042,BTS-VIIa/424/78/2004,0,45.09,14.883,34.099,15000,,1.17,0,0,0,0
-3.3177,54.03205,BTS-VIIa/12/96/2004,0,12.81,16.044,33.559,6324.555176,,0.79,0,0,0,0
-4.97165,53.9716,BTS-VIIa/425/117/2004,0,47.72,14.447,34.169,13601.4707,,0.78,2,0,0,0
-5.53315,54.078,BTS-VIIa/444/116/2004,0,61.9,13.375,34.182,18384.77734,,0.3,0,0,0,0
-3.55385,54.13245,BTS-VIIa/19/110/2004,101.6810359,23.46,16.034,33.953,16124.51563,,0.5,0,0,0,0
-3.40205,54.117,BTS-VIIa/10/109/2004,0,15.79,16.102,33.873,8000,,0.49,0,0,0,0
-5.7921,54.1601,BTS-VIIa/203/115/2004,0,22.9,14.233,34.216,5099.019531,,0.19,0,0,0,0
-3.49695,54.25905,BTS-VIIa/9/108/2004,0,17,15.851,33.899,6324.555176,,0.5,0,0,0,0
-3.9684,54.2848,BTS-VIIa/18/107/2004,63.14285714,13.48,15.511,34.003,23086.79297,,0.48,0,0,0,0
-3.7278,54.3332,BTS-VIIa/17/106/2004,48.64614717,33.88,15.856,33.966,16401.2207,,0.5,0,2,0,0
-3.70075,54.42235,BTS-VIIa/16/105/2004,0,23.57,16.058,33.603,8944.272461,,0.51,0,0,0,0
-4.35605,52.32445,BTS-VIIa/321/134/2004,0,19.44,17.232,34.192,11401.75391,,0.49,0,0,0,0
-4.8362,52.3758,BTS-VIIa/416/135/2004,0,46.56,15.728,34.493,28792.35938,,0.87,0,0,0,2
-5.81635,52.575,BTS-VIIa/430/129/2004,0,57.84,14.849,34.258,26000,,1.38,4,0,0,2
-4.2524,52.6253,BTS-VIIa/316/132/2004,0,16.62,16.827,34.133,9055.385742,,0.44,0,2,0,0
-4.47675,52.73475,BTS-VIIa/309/131/2004,0,28.99,16.558,34.127,7211.102539,,0.51,0,0,0,0
-6.09225,52.7877,BTS-VIIa/233/130/2004,0,14.95,16.055,34.19,3605.55127,,0.86,0,0,0,0
-4.23885,52.8089,BTS-VIIa/313/133/2004,0,11.21,16.628,34.161,6000,,0.22,0,0,0,0
-4.8188,52.999,BTS-VIIa/442/72/2004,0,61.88,15.14,34.577,17691.80664,,1.19,0,0,0,2
-5.3843,52.92335,BTS-VIIa/441/127/2004,0,63.83,14.795,34.225,41436.69922,,1.51,0,0,0,0
-4.41665,53.08495,BTS-VIIa/305/73/2004,0,10.64,15.886,34.431,5099.019531,,0.27,0,0,0,0
-4.6987,53.20725,BTS-VIIa/302/74/2004,0,41.08,15.512,34.387,7211.102539,,1.28,0,2,0,0
-5.7269,53.12235,BTS-VIIa/440/126/2004,0,18.96,15.31,34.185,22000,,1.14,0,0,0,0
-5.22335,53.26435,BTS-VIIa/421/75/2004,28.3547619,95.12,14.455,34.287,36000,,1.28,0,0,0,0
-5.94415,53.2097,BTS-VIIa/229/125/2004,0,33.02,15.326,34.208,9219.543945,,0.78,0,40,0,0
-4.13995,53.3381,BTS-VIIa/40/82/2004,0,9.35,16.482,34.192,3162.277588,,0.46,0,0,0,0
-3.82265,53.37285,BTS-VIIa/37/84/2004,0,14.68,16.618,34.222,4123.105469,,0.77,0,0,0,0
-3.8685,53.38495,BTS-VIIa/38/83/2004,0,13.52,16.755,34.212,5000,,0.79,0,0,0,0
-3.5677,53.41345,BTS-VIIa/36/85/2004,0,12.18,16.794,34.136,12083.0459,,0.77,0,0,0,0
-3.3007,53.4689,BTS-VIIa/32/86/2004,0,12.16,16.863,34.109,11661.90332,,0.75,0,0,0,0
-5.9287,53.41665,BTS-VIIa/220/124/2004,47.90043506,28.27,14.961,34.219,9848.857422,,0.64,0,0,0,0
-5.0132,53.51695,BTS-VIIa/447/76/2004,0,48.36,14.605,34.215,32557.64063,,1.26,0,0,0,2
-5.3818,53.4685,BTS-VIIa/409/123/2004,53.27118616,84.37,13.827,34.201,42296.57422,,1.09,0,0,0,2
-4.2001,53.48595,BTS-VIIa/419/81/2004,0,37.98,16.369,34.121,11313.70801,,1.36,0,0,0,0
-3.7333,53.4978,BTS-VIIa/49/79/2004,0,31.51,16.881,34.083,19416.48828,,0.85,0,0,0,0
-4.0384,53.5039,BTS-VIIa/55/80/2004,0,38.38,16.45,34.065,20248.45703,,1.06,0,0,0,0
-3.28795,53.55625,BTS-VIIa/31/90/2004,0,10.13,16.923,34.048,12000,,0.67,0,0,0,0
-3.5764,53.67005,BTS-VIIa/47/91/2004,0,30.86,16.729,33.928,34176.01563,,0.8,0,0,0,0
-4.6897,53.2029,BTS-VIIa/302/48/2005,0,38.59,15.512,34.387,7810.25,,1.28,0,2,0,0
-4.4186,53.0751,BTS-VIIa/305/47/2005,0,12.13,15.886,34.431,5385.164551,,0.27,2.5,0,0,0
-5.35415,52.9924,BTS-VIIa/441/98/2005,0,71.72,14.746,34.244,44011.36328,,1.5,2,0,0,0
-4.82785,52.988,BTS-VIIa/442/46/2005,0,61.73,15.14,34.585,15556.34863,,1.21,0,0,0,2
-4.23655,52.8103,BTS-VIIa/313/44/2005,0,11.21,16.628,34.161,6000,,0.22,0,0,0,0
-4.5753,52.6986,BTS-VIIa/309/45/2005,0,37.92,16.335,34.251,9848.857422,,0.55,0,0,0,0
-5.133,53.86065,BTS-VIIa/405/104/2005,64.49907273,65.68,14.401,34.18,29732.13672,,0.61,0,0,0,0
-3.9949,53.7899,BTS-VIIa/53/65/2005,0,40.37,15.904,34.034,46529.55859,,1.01,0,0,0,0
-4.8733,53.88235,BTS-VIIa/425/106/2005,0,71.7,14.476,34.159,18973.66602,,0.84,0,0,0,0
-3.3532,53.8687,BTS-VIIa/23/55/2005,0,10.53,16.556,33.783,20000,,0.82,0,0,0,0
