LONGITUDE,LATITUDE,Haul_Index,F_LPUE,Depth,Temperature,Salinity,Distance_to_Shore,,Current_Speed,Cuckoo,Thornback,Blonde,Spotted
-3.61345,54.1653,BTS-VIIa/19/96/2010,60.91091826,26.92,15.678,34.01,16643.31641,,0.43,0,0,0,0
-5.80335,54.15195,BTS-VIIa/203/108/2010,0,23.96,14.223,34.215,5385.164551,,0.21,0,0,0,0
-3.4986,54.2664,BTS-VIIa/9/95/2010,0,13.29,15.893,33.9,7071.067871,,0.5,0,0,0,0
-3.9563,54.29525,BTS-VIIa/18/97/2010,0,28.83,15.612,33.989,24020.82422,,0.43,0,0,0,0
-3.71955,54.33285,BTS-VIIa/17/94/2010,48.64614717,33.11,15.85,33.966,16401.2207,,0.5,0,0,0,0
-3.70765,54.4391,BTS-VIIa/16/93/2010,16.94915829,23.25,16.06,33.519,9219.543945,,0.52,0,0,0,0
-4.2981,52.38515,BTS-VIIa/321/46/2010,0,15.81,17.066,34.185,13000,,0.43,0,0,0,0
-4.8097,52.4296,BTS-VIIa/416/47/2010,0,49.06,15.739,34.464,34928.49609,,0.85,0,0,0,0
-4.37,52.63945,BTS-VIIa/316/48/2010,0,15.03,16.659,34.246,16278.82031,,0.43,0,0,0,0
-4.5833,52.6956,BTS-VIIa/309/50/2010,0,37.92,16.243,34.303,10770.3291,,0.58,0,0,0,0
-4.20985,52.82565,BTS-VIIa/313/49/2010,0,10.47,16.582,34.148,4123.105469,,0.19,0,0,0,0
-4.2012,53.3379,BTS-VIIa/40/53/2010,0,9.19,16.525,34.148,3000,,0.53,0,0,0,0
-3.70415,53.3438,BTS-VIIa/37/57/2010,0,11.09,16.56,34.238,5000,,0.65,0,0,0,0
-3.8706,53.3845,BTS-VIIa/38/56/2010,0,13.73,16.732,34.212,5000,,0.75,0,0,0,0
-3.57505,53.4139,BTS-VIIa/36/58/2010,0,12.25,16.875,34.142,12529.96484,,0.8,0,0,0,0
-3.39985,53.4639,BTS-VIIa/32/60/2010,0,15.98,16.688,34.121,13038.4043,,0.81,0,0,0,0
-4.26805,53.5174,BTS-VIIa/419/54/2010,0,39.73,16.249,34.142,12369.31738,,1.45,0,0,0,0
-4.0407,53.5766,BTS-VIIa/55/55/2010,0,45.8,16.342,34.049,25455.8457,,1.12,0,0,0,0
-3.67205,53.56065,BTS-VIIa/49/61/2010,0,33.19,16.799,34.011,27202.94141,,0.85,0,0,0,0
-3.2736,53.55105,BTS-VIIa/31/70/2010,0,9.22,16.901,34.082,12000,,0.68,0,0,0,0
-3.58345,53.66135,BTS-VIIa/47/69/2010,0,30.79,16.729,33.933,33837.84766,,0.81,0,0,0,0
-3.31615,53.6375,BTS-VIIa/30/71/2010,0,16.98,16.926,33.973,16124.51563,,0.67,0,0,0,0
-3.7488,53.71835,BTS-VIIa/54/68/2010,0,40.63,16.375,34.003,43566.03906,,0.85,0,0,0,0
-3.34515,53.74085,BTS-VIIa/28/66/2010,0,18.06,16.763,33.84,19026.29883,,0.79,0,0,0,0
-3.14665,53.7706,BTS-VIIa/27/65/2010,0,9.09,16.751,33.521,7000,,0.59,0,0,0,0
-4.1355,53.78645,BTS-VIIa/423/74/2010,0,45.62,15.836,34.059,43011.62891,,1.14,0,0,0,0
-3.87455,53.815,BTS-VIIa/53/75/2010,0,38.74,15.874,34.022,50774.00781,,0.92,0,0,0,0
-3.54715,53.8126,BTS-VIIa/43/67/2010,0,21.15,16.375,33.933,33000,,0.78,0,0,0,0
-3.32035,53.8906,BTS-VIIa/23/64/2010,0,11.67,16.551,33.646,18000,,0.89,0,0,0,0
-3.81625,53.96515,BTS-VIIa/42/76/2010,0,33.81,15.568,34.027,39000,,0.75,0,0,0,0
-3.56345,53.9731,BTS-VIIa/41/78/2010,0,23.92,16.158,33.923,24186.77344,,0.71,0,0,0,0
-4.52075,53.97355,BTS-VIIa/424/73/2010,0,38.6,14.86,34.103,12083.0459,,1.33,0,0,0,0
-3.39255,53.9761,BTS-VIIa/12/79/2010,0,17.92,16.428,33.62,15000,,0.8,0,0,0,0
-3.79955,54.0678,BTS-VIIa/22/77/2010,25.975,42.07,15.379,34.033,34409.30078,,0.64,0,0,0,0
-3.40735,54.1583,BTS-VIIa/10/80/2010,0,14.53,16.058,33.888,7071.067871,,0.48,0,0,0,0
-3.85485,54.6086,BTS-VIIa/15/88/2010,0,25.99,16.183,33.717,17804.49219,,0.6,0,0,0,0
-3.70605,54.58335,BTS-VIIa/7/90/2010,0,15.79,15.964,33.599,7810.25,,0.47,0,0,0,0
-3.7237,54.70265,BTS-VIIa/6/87/2010,0,8.19,15.915,33.563,11661.90332,,0.84,0,0,0,0
-4.57755,54.7107,BTS-VIIa/2/83/2010,0,13.26,15.608,33.858,3162.277588,,0.85,0,0,0,0
-3.58495,54.74715,BTS-VIIa/5/89/2010,0,5.64,15.678,33.158,6403.124512,,0.99,0,0,0,0
-4.2209,54.6893,BTS-VIIa/14/84/2010,0,33.35,16.103,33.758,8246.210938,,0.73,0,0,0,0
-4.2979,52.3868,BTS-VIIa/321/67/2011,0,16.03,17.028,34.188,12369.31738,,0.41,0,0,0,0
-4.8047,52.4402,BTS-VIIa/416/66/2011,0,47.75,15.713,34.469,35057.09375,,0.84,0,0,0,0
-5.81955,52.56175,BTS-VIIa/430/151/2011,0,60.14,14.849,34.258,26019.22461,,1.38,0,0,0,0
-4.3678,52.64145,BTS-VIIa/316/68/2011,0,15.94,16.659,34.246,16492.42188,,0.43,0,0,0,0
-4.58765,52.69495,BTS-VIIa/309/70/2011,0,38.44,16.243,34.303,10770.3291,,0.58,0,0,0,0
-6.10305,52.7918,BTS-VIIa/233/148/2011,0,11.43,16.109,34.264,2828.427002,,0.75,0,0,0,0
-4.21035,52.8272,BTS-VIIa/313/69/2011,0,11.09,16.537,34.139,4472.13623,,0.17,0,0,0,0
-5.36015,52.98415,BTS-VIIa/441/147/2011,0,71.02,14.746,34.244,44000,,1.5,0,0,0,0
-4.8257,52.99735,BTS-VIIa/442/141/2011,0,62.26,15.14,34.577,16278.82031,,1.19,0,0,0,0
-4.42025,53.0804,BTS-VIIa/305/140/2011,0,11.79,15.886,34.431,5385.164551,,0.27,0,0,0,0
-4.70145,53.20585,BTS-VIIa/302/139/2011,0,42.05,15.512,34.387,7810.25,,1.28,0,0,0,0
-3.4282,53.94975,BTS-VIIa/12/98/2011,0,17.99,16.502,33.684,18439.08789,,0.82,0,0,0,0
-3.55595,53.9757,BTS-VIIa/41/96/2011,0,22.94,16.197,33.904,23323.80664,,0.71,0,0,0,0
-3.8172,53.96305,BTS-VIIa/42/95/2011,0,33.01,15.568,34.027,39000,,0.75,0,0,0,0
-6.107,53.8724,BTS-VIIa/206/130/2011,51.46917709,28.24,14.026,34.196,10049.875,,0.23,0,0,0,0
-3.32575,53.88865,BTS-VIIa/23/99/2011,0,11.92,16.551,33.646,18000,,0.89,0,0,0,0
-5.23795,53.83665,BTS-VIIa/405/123/2011,58.35263747,62.14,14.201,34.193,36400.55078,,0.59,0,0,0,0
-3.5457,53.81165,BTS-VIIa/43/92/2011,0,21.15,16.375,33.933,33000,,0.78,0,0,0,0
-4.13105,53.7828,BTS-VIIa/423/121/2011,0,44,15.836,34.059,43324.35938,,1.14,0,0,0,0
-3.9147,53.82995,BTS-VIIa/53/94/2011,0,37.98,15.817,34.027,50606.32422,,0.95,0,0,0,0
-3.1449,53.77355,BTS-VIIa/27/81/2011,0,9.01,16.751,33.521,7000,,0.59,0,0,0,0
-4.7561,53.8132,BTS-VIIa/401/122/2011,0,86.41,14.682,34.149,27166.1543,,0.98,0,0,0,0
-3.2807,53.7581,BTS-VIIa/28/83/2011,0,14.17,16.771,33.766,16000,,0.77,0,0,0,0
-5.9126,53.7847,BTS-VIIa/213/132/2011,64.59467921,42.61,13.6,34.19,20099.75,,0.37,0,0,0,0
-3.32665,53.6339,BTS-VIIa/30/84/2011,0,17.45,16.929,33.953,17000,,0.69,0,0,0,0
-5.4689,53.7093,BTS-VIIa/408/133/2011,61.48622483,102.39,11.487,34.226,42720.01953,,0.6,0,0,0,0
-6.09795,53.602,BTS-VIIa/214/131/2011,207.6338283,10.33,15.721,34.184,2236.068115,,0.47,0,0,0,0
-3.58085,53.6672,BTS-VIIa/47/88/2011,0,30.38,16.729,33.933,34176.01563,,0.81,0,0,0,0
-3.2912,53.5565,BTS-VIIa/31/85/2011,0,10.58,16.923,34.048,12000,,0.67,0,0,0,0
-3.98105,53.5479,BTS-VIIa/55/74/2011,0,42.54,16.45,34.05,24738.63477,,1.04,0,0,0,0
-3.6966,53.5376,BTS-VIIa/49/87/2011,0,32.87,16.841,34.044,24738.63477,,0.86,0,0,0,0
-4.1778,53.5196,BTS-VIIa/419/73/2011,0,42.02,16.295,34.11,14212.66992,,1.33,0,0,0,0
-5.09685,53.47585,BTS-VIIa/447/137/2011,31.78138633,79,14.243,34.212,33600.59375,,1.22,0,0,0,0
-5.2902,53.51785,BTS-VIIa/409/136/2011,26.47727273,64.92,14.027,34.202,47169.90625,,1.07,0,0,0,0
-3.40725,53.44915,BTS-VIIa/32/86/2011,0,15.54,16.619,34.024,12165.52539,,0.79,0,0,0,0
-5.93095,53.44485,BTS-VIIa/220/144/2011,77.06408071,31.88,14.97,34.229,7810.25,,0.63,0,0,0,0
-3.57845,53.4126,BTS-VIIa/36/78/2011,0,12.17,16.875,34.142,12529.96484,,0.8,0,0,0,0
-3.96325,53.38085,BTS-VIIa/38/75/2011,0,18.3,16.763,34.182,7810.25,,0.77,0,0,0,0
-3.80635,53.3708,BTS-VIIa/37/77/2011,0,14.5,16.579,34.23,4472.13623,,0.76,0,0,0,0
-4.20065,53.33795,BTS-VIIa/40/76/2011,0,9.19,16.525,34.148,3000,,0.53,0,0,0,0
-5.22355,53.19105,BTS-VIIa/421/138/2011,43.97312069,123.05,14.618,34.356,38078.86328,,1.37,0,0,0,0
-5.938,53.1896,BTS-VIIa/229/145/2011,0,34.31,15.304,34.203,10000,,0.79,0,0,0,0
-5.7336,53.12865,BTS-VIIa/440/146/2011,0,18.68,15.302,34.183,21000,,1.06,0,0,0,0
-3.89995,54.35895,BTS-VIIa/18/113/2011,29.86020305,40.03,15.801,33.98,23345.23633,,0.56,0,0,0,0
-3.7188,54.3381,BTS-VIIa/17/114/2011,48.64614717,32.56,15.904,33.94,15811.3877,,0.5,0,0,0,0
-3.70285,54.42245,BTS-VIIa/16/110/2011,0,23.76,16.08,33.602,8944.272461,,0.5,0,0,0,0
-3.63295,54.60455,BTS-VIIa/7/108/2011,0,9.34,15.905,33.006,4123.105469,,0.6,0,0,0,0
-3.8522,54.6086,BTS-VIIa/15/107/2011,0,25.99,16.183,33.717,17804.49219,,0.6,0,0,0,0
-3.72365,54.7019,BTS-VIIa/6/106/2011,0,13.78,15.915,33.563,11180.33984,,0.84,0,0,0,0
-4.57945,54.71145,BTS-VIIa/2/102/2011,0,13.26,15.608,33.858,3162.277588,,0.85,0,0,2,0
-4.12835,54.72805,BTS-VIIa/14/104/2011,0,20.5,15.737,33.744,5385.164551,,0.61,0,0,0,0
-3.65455,54.66705,BTS-VIIa/5/109/2011,0,13.06,15.908,33.571,6082.762695,,0.84,0,0,0,0
-3.4822,54.32815,BTS-VIIa/9/115/2011,0,15.69,15.729,33.829,4242.640625,,0.52,0,0,0,0
-5.7871,54.19615,BTS-VIIa/203/129/2011,0,24.38,14.436,34.234,5099.019531,,0.15,0,0,0,0
-3.55485,54.1328,BTS-VIIa/19/116/2011,101.6810359,23.46,16.034,33.953,16124.51563,,0.5,0,0,0,0
-3.402,54.1829,BTS-VIIa/10/97/2011,0,10.51,15.781,33.897,4242.640625,,0.49,0,0,0,0
-5.4879,54.1428,BTS-VIIa/444/128/2011,0,49.28,13.542,34.184,14764.82324,,0.3,0,0,0,0
-3.79765,54.0663,BTS-VIIa/22/117/2011,25.975,41.65,15.379,34.033,34000,,0.64,0,0,0,0
-4.97795,53.9953,BTS-VIIa/425/125/2011,0,54.92,14.432,34.171,13000,,0.76,0,0,0,0
-4.51465,53.97555,BTS-VIIa/424/120/2011,0,38.54,14.86,34.103,12083.0459,,1.33,0,0,0,0
-4.3541,52.3258,BTS-VIIa/321/69/2012,0,19.44,17.232,34.192,11401.75391,,0.49,0,0,0,0
-4.8367,52.3777,BTS-VIIa/416/68/2012,0,46.81,15.728,34.493,29732.13672,,0.87,0,0,0,0
-5.82055,52.563,BTS-VIIa/430/149/2012,0,60.14,14.849,34.258,26019.22461,,1.38,0,0,0,0
-4.26435,52.62655,BTS-VIIa/316/70/2012,0,16.37,16.827,34.133,10049.875,,0.44,0,0,0,0
-4.4976,52.73095,BTS-VIIa/309/71/2012,0,30.02,16.483,34.156,6324.555176,,0.51,0,0,0,0
-6.09245,52.78305,BTS-VIIa/233/148/2012,0,15.93,16.055,34.19,3605.55127,,0.86,0,0,0,0
-4.20365,52.8322,BTS-VIIa/313/72/2012,0,11.37,16.537,34.139,3605.55127,,0.17,0,0,0,0
-4.83165,52.2361,BTS-VIIa/442/141/2012,0,39.86,16.025,34.42,16155.49512,,0.86,0,0,0,0
-5.38195,52.9253,BTS-VIIa/441/142/2012,0,63.83,14.795,34.225,41436.69922,,1.51,0,0,0,0
-4.4194,53.0813,BTS-VIIa/305/140/2012,0,11.11,15.886,34.431,5099.019531,,0.27,0,0,0,0
-5.746,53.1969,BTS-VIIa/440/147/2012,145.9251459,37.05,15.195,34.18,22135.94531,,0.98,0,0,0,0
-4.64905,53.1401,BTS-VIIa/302/139/2012,0,37.95,15.305,34.468,11704.69922,,0.88,0,0,0,0
-5.93835,53.19075,BTS-VIIa/229/146/2012,0,34.31,15.304,34.203,10000,,0.79,0,0,0,0
-5.2266,53.1947,BTS-VIIa/421/137/2012,43.97312069,119.95,14.589,34.341,37656.33984,,1.34,0,0,0,0
-4.19105,53.33845,BTS-VIIa/40/77/2012,0,9.33,16.494,34.156,3000,,0.42,0,0,0,0
-3.7646,53.37165,BTS-VIIa/37/79/2012,0,13.99,16.716,34.205,5099.019531,,0.74,0,0,0,0
-3.9686,53.37935,BTS-VIIa/38/78/2012,0,18.38,16.763,34.182,7810.25,,0.77,0,0,0,0
-3.57655,53.41255,BTS-VIIa/36/80/2012,0,12.25,16.875,34.142,12529.96484,,0.8,0,0,0,0
-5.91275,53.41245,BTS-VIIa/220/145/2012,25.62103441,32.46,14.903,34.208,10630.14648,,0.67,0,0,0,0
-3.2998,53.4707,BTS-VIIa/32/85/2012,0,12.16,16.863,34.109,11661.90332,,0.75,0,0,0,0
-5.293,53.51415,BTS-VIIa/409/133/2012,26.47727273,66.45,14.027,34.202,46647.61328,,1.07,0,0,0,0
-5.0999,53.47455,BTS-VIIa/447/134/2012,31.78138633,82.44,14.243,34.212,33600.59375,,1.22,0,0,0,0
-4.17925,53.51985,BTS-VIIa/419/75/2012,0,42.02,16.295,34.11,14212.66992,,1.33,0,0,0,0
-3.6911,53.5438,BTS-VIIa/49/81/2012,0,33.28,16.801,34.021,25709.91992,,0.86,0,0,0,0
-3.98675,53.54695,BTS-VIIa/55/76/2012,0,41.79,16.45,34.05,24738.63477,,1.04,0,0,0,0
-3.2886,53.55555,BTS-VIIa/31/86/2012,0,10.77,16.923,34.048,12000,,0.67,0,0,0,0
-3.57865,53.6625,BTS-VIIa/47/82/2012,0,30.54,16.729,33.933,33837.84766,,0.81,0,0,0,0
-3.22615,53.67205,BTS-VIIa/30/87/2012,0,11.74,16.786,33.981,12649.11035,,0.61,0,0,0,0
-5.4661,53.69375,BTS-VIIa/408/132/2012,61.48622483,102.83,11.541,34.225,42201.89844,,0.63,0,0,0,0
-6.0997,53.6037,BTS-VIIa/214/130/2012,207.6338283,10.02,15.721,34.184,3162.277588,,0.43,0,0,0,0
-4.01135,53.7021,BTS-VIIa/54/92/2012,0,41.22,16.123,34.035,37443.28906,,1.05,0,0,0,0
-5.9151,53.78685,BTS-VIIa/213/131/2012,64.59467921,41.92,13.6,34.19,20099.75,,0.37,0,0,0,0
-3.32095,53.75595,BTS-VIIa/28/88/2012,0,17.04,16.762,33.818,19000,,0.8,0,0,0,0
-4.7546,53.8149,BTS-VIIa/401/122/2012,0,74.82,14.682,34.149,27166.1543,,0.98,0,0,0,0
-3.09355,53.8037,BTS-VIIa/27/89/2012,0,16.86,16.581,33.371,3000,,0.6,0,0,0,0
-3.84445,53.80535,BTS-VIIa/54/96/2012,0,35.63,15.958,34.017,49648.76563,,0.88,0,0,0,0
-4.135,53.78655,BTS-VIIa/423/95/2012,0,44.95,15.836,34.059,43011.62891,,1.14,0,0,0,0
-3.54205,53.8136,BTS-VIIa/43/91/2012,0,21.07,16.375,33.933,33000,,0.78,0,0,0,0
-5.1335,53.85865,BTS-VIIa/405/123/2012,64.49907273,66.26,14.44,34.177,29732.13672,,0.62,0,0,0,0
-3.32435,53.88955,BTS-VIIa/23/90/2012,0,11.92,16.551,33.646,18000,,0.89,0,0,0,0
-3.81785,53.9634,BTS-VIIa/42/97/2012,0,33.01,15.568,34.027,39000,,0.75,0,0,0,0
-6.1008,53.8759,BTS-VIIa/206/129/2012,58.54328622,29.14,14.026,34.196,11180.33984,,0.23,0,0,0,0
-3.61975,53.9187,BTS-VIIa/41/99/2012,0,27.76,16.059,33.969,30000,,0.73,0,0,0,0
-3.35845,54.00095,BTS-VIIa/12/100/2012,0,17.94,16.272,33.616,11661.90332,,0.79,0,0,0,0
-4.51015,53.97665,BTS-VIIa/424/121/2012,0,38.22,14.86,34.103,13416.40723,,1.33,0,0,0,0
-4.9867,54.0252,BTS-VIIa/425/124/2012,33.7904583,66.74,14.383,34.175,12165.52539,,0.68,0,0,0,0
-3.80265,54.06655,BTS-VIIa/22/98/2012,25.975,42.51,15.4,34.033,34409.30078,,0.66,0,0,0,0
-5.48455,54.14255,BTS-VIIa/444/125/2012,0,50.15,13.58,34.185,14764.82324,,0.31,0,0,0,0
-3.5523,54.13045,BTS-VIIa/19/102/2012,101.6810359,23.5,16.034,33.953,16124.51563,,0.5,0,0,0,0
-3.40235,54.11935,BTS-VIIa/10/101/2012,0,16.09,16.103,33.882,8000,,0.49,0,0,0,0
-5.7848,54.19965,BTS-VIIa/203/126/2012,0,22.13,14.436,34.234,5830.95166,,0.15,0,0,0,0
-3.4938,54.2609,BTS-VIIa/9/117/2012,0,12.94,15.851,33.899,6082.762695,,0.5,0,0,0,0
-3.9521,54.3005,BTS-VIIa/18/118/2012,0,30.19,15.724,33.974,24000,,0.48,0,0,0,0
-3.7197,54.3369,BTS-VIIa/17/116/2012,48.64614717,32.56,15.904,33.94,15811.3877,,0.5,0,0,0,0
-3.7025,54.42135,BTS-VIIa/16/115/2012,0,23.76,16.08,33.602,8944.272461,,0.5,0,0,0,0
-3.73555,54.575,BTS-VIIa/7/114/2012,0,20.13,16.061,33.609,9848.857422,,0.42,0,0,0,0
-3.96385,54.5879,BTS-VIIa/15/110/2012,0,31.89,16.163,33.829,21000,,0.7,0,0,0,0
-3.7229,54.70315,BTS-VIIa/6/109/2012,0,8.4,15.915,33.563,11661.90332,,0.84,0,0,0,0
-4.1301,54.7266,BTS-VIIa/14/107/2012,0,21.17,15.801,33.729,5385.164551,,0.64,0,0,0,0
-4.5044,54.6843,BTS-VIIa/2/105/2012,0,10.22,15.858,33.822,2000,,1.23,0,0,0,0
-3.65315,54.66665,BTS-VIIa/5/111/2012,0,13.06,15.908,33.571,6082.762695,,0.84,0,0,0,0
-4.0661,53.6895,BTS-VIIa/54/116/2013,0,42.09,16.106,34.041,34481.87891,,1.1,0,0,0,0
-5.91665,53.78615,BTS-VIIa/213/151/2013,64.59467921,41.92,13.6,34.19,20099.75,,0.37,0,0,0,0
-3.287,53.75325,BTS-VIIa/28/108/2013,0,15.03,16.773,33.772,16000,,0.78,0,0,0,0
-4.7545,53.8143,BTS-VIIa/401/143/2013,0,86.41,14.682,34.149,27166.1543,,0.98,0,0,0,0
-3.1448,53.7741,BTS-VIIa/27/109/2013,0,9.01,16.751,33.521,7000,,0.59,0,0,0,0
-3.891,53.82185,BTS-VIIa/53/117/2013,0,38.58,15.902,34.023,51865.21094,,0.93,0,0,0,0
-3.44635,53.8508,BTS-VIIa/43/110/2013,0,17.18,16.544,33.85,27000,,0.79,0,0,0,0
-4.1771,53.8148,BTS-VIIa/423/115/2013,0,47.37,15.683,34.067,40224.36719,,1.15,0,0,0,0
-5.24255,53.83615,BTS-VIIa/405/144/2013,58.35263747,62.35,14.207,34.193,36400.55078,,0.61,0,0,0,0
-6.0587,53.9208,BTS-VIIa/206/150/2013,184.1835022,23.87,13.936,34.19,8602.325195,,0.21,0,0,0,0
-3.25855,53.926,BTS-VIIa/23/111/2013,0,13.49,16.571,33.473,13038.4043,,1.01,0,0,0,0
-3.8157,53.96565,BTS-VIIa/42/119/2013,0,33.81,15.568,34.027,39000,,0.75,0,0,0,0
-3.33085,53.9792,BTS-VIIa/12/112/2013,0,16.21,16.221,33.511,11401.75391,,0.86,0,0,0,0
-3.62065,53.9192,BTS-VIIa/41/118/2013,0,27.71,16.059,33.969,29410.88281,,0.73,0,0,0,0
-4.41015,54.00405,BTS-VIIa/424/142/2013,0,45.09,14.883,34.099,15000,,1.17,0,0,0,0
-4.98715,54.0251,BTS-VIIa/425/145/2013,33.7904583,66.74,14.383,34.175,12165.52539,,0.68,0,0,0,0
-3.80345,54.06675,BTS-VIIa/22/120/2013,25.975,42.51,15.4,34.033,34409.30078,,0.66,0,0,0,0
-5.52995,54.07975,BTS-VIIa/444/146/2013,0,62.7,13.33,34.181,18788.29297,,0.29,0,0,0,0
-3.40085,54.18355,BTS-VIIa/10/122/2013,0,10.51,15.781,33.897,4242.640625,,0.49,0,0,0,0
-3.55215,54.13135,BTS-VIIa/19/121/2013,101.6810359,23.46,16.034,33.953,16124.51563,,0.5,0,0,0,0
-5.80395,54.1629,BTS-VIIa/203/147/2013,0,24.23,14.309,34.219,5099.019531,,0.18,0,0,0,0
-3.48215,54.32705,BTS-VIIa/9/138/2013,0,14.13,15.729,33.829,4242.640625,,0.52,0,0,0,0
-3.8976,54.35435,BTS-VIIa/18/139/2013,29.86020305,39.63,15.786,33.983,23345.23633,,0.55,0,0,0,0
-3.72195,54.33485,BTS-VIIa/17/137/2013,48.64614717,33.11,15.85,33.966,16401.2207,,0.5,0,0,0,0
-3.7007,54.4224,BTS-VIIa/16/136/2013,0,23.57,16.058,33.603,8944.272461,,0.51,0,0,0,0
-3.63835,54.60255,BTS-VIIa/7/132/2013,0,9.08,15.882,33.21,4123.105469,,0.53,0,0,0,0
-3.8548,54.6083,BTS-VIIa/15/131/2013,0,25.99,16.183,33.717,17804.49219,,0.6,0,0,0,0
-3.72515,54.7014,BTS-VIIa/6/130/2013,0,13.78,15.915,33.563,11180.33984,,0.84,0,0,0,0
-3.60745,54.72815,BTS-VIIa/5/133/2013,0,10.73,15.768,33.392,7211.102539,,0.99,0,0,0,0
-4.5008,54.6819,BTS-VIIa/2/126/2013,0,9.81,15.74,33.836,2000,,1.22,0,0,0,0
-4.2202,54.68605,BTS-VIIa/14/127/2013,0,33.35,16.103,33.758,8246.210938,,0.73,0,0,0,0
-3.32445,53.6348,BTS-VIIa/30/107/2013,0,17.45,16.929,33.953,17000,,0.69,0,0,0,0
-5.456,53.6358,BTS-VIIa/408/153/2013,63.58234809,103.69,12.1,34.213,40496.91406,,0.74,0,0,0,0
-4.3009,52.3825,BTS-VIIa/321/172/2013,0,15.81,17.066,34.185,13000,,0.43,0,0,0,0
-4.83485,52.37965,BTS-VIIa/416/92/2013,0,46.36,15.728,34.493,29410.88281,,0.87,0,0,0,0
-5.8217,52.55985,BTS-VIIa/430/176/2013,0,60.8,14.849,34.258,26019.22461,,1.38,0,0,0,0
-4.2657,52.6258,BTS-VIIa/316/171/2013,0,16.29,16.827,34.133,10049.875,,0.44,0,0,0,0
-4.49085,52.73205,BTS-VIIa/309/169/2013,0,27.83,16.482,34.155,6324.555176,,0.52,0,0,0,0
-6.1147,52.7636,BTS-VIIa/233/175/2013,0,13.28,16.099,34.27,1000,,0.8,0,0,0,0
-4.20085,52.83655,BTS-VIIa/313/170/2013,0,11.64,16.537,34.139,3605.55127,,0.17,0,0,0,0
-4.82745,52.99525,BTS-VIIa/442/168/2013,0,62.42,15.14,34.577,16278.82031,,1.19,0,0,0,0
-5.38255,52.92775,BTS-VIIa/441/162/2013,0,63.99,14.795,34.225,41436.69922,,1.51,0,0,0,0
-4.42115,53.0788,BTS-VIIa/305/167/2013,0,11.79,15.886,34.431,5385.164551,,0.27,0,0,0,0
-4.67325,53.19965,BTS-VIIa/302/164/2013,0,34.36,15.5,34.396,6403.124512,,1.16,0,0,0,0
-6.11315,53.6292,BTS-VIIa/214/152/2013,47.52112767,14.28,15.715,34.195,5000,,0.4,0,0,0,0
-3.5846,53.65985,BTS-VIIa/47/102/2013,0,29.53,16.729,33.933,33837.84766,,0.81,0,0,0,0
-3.39335,53.5836,BTS-VIIa/31/106/2013,0,19.11,16.932,34.008,20223.75,,0.72,0,0,0,0
-4.07445,53.5052,BTS-VIIa/55/96/2013,0,38.78,16.426,34.073,17804.49219,,1.11,0,0,0,0
-4.2657,53.51135,BTS-VIIa/419/95/2013,0,39.22,16.249,34.142,11401.75391,,1.45,0,0,0,0
-3.6829,53.55125,BTS-VIIa/49/101/2013,0,33.01,16.842,34.036,25961.50977,,0.86,0,0,0,0
-5.01795,53.5149,BTS-VIIa/447/156/2013,0,49.68,14.602,34.213,33241.53906,,1.26,0,0,0,0
-5.2963,53.51235,BTS-VIIa/409/154/2013,17.45701639,67.06,14.027,34.202,46647.61328,,1.07,0,0,0,0
-3.4054,53.4614,BTS-VIIa/32/105/2013,0,16.05,16.688,34.121,13038.4043,,0.81,0,0,0,0
-5.92995,53.4407,BTS-VIIa/220/159/2013,77.06408071,31.63,14.97,34.229,7810.25,,0.63,0,0,0,0
-3.57565,53.4129,BTS-VIIa/36/100/2013,0,12.25,16.875,34.142,12529.96484,,0.8,0,0,0,0
-3.87285,53.38465,BTS-VIIa/38/98/2013,0,13.73,16.732,34.212,5000,,0.75,0,0,0,0
-3.7032,53.34315,BTS-VIIa/37/99/2013,0,10.7,16.56,34.238,5000,,0.65,0,0,0,0
-4.1993,53.3387,BTS-VIIa/40/97/2013,0,9.19,16.525,34.148,3000,,0.53,0,0,0,0
-5.2241,53.1942,BTS-VIIa/421/163/2013,43.97312069,119.95,14.589,34.341,37656.33984,,1.34,0,0,0,0
-5.9451,53.2517,BTS-VIIa/229/160/2013,0,25.27,15.348,34.227,10440.30664,,0.7,0,0,0,0
-5.73165,53.13225,BTS-VIIa/440/161/2013,35.4689137,26.13,15.302,34.183,21000,,1.06,0,0,0,0
-3.4014,54.18365,BTS-VIIa/10/90/2014,0,10.51,15.781,33.897,4242.640625,,0.49,0,0,0,0
-5.5253,54.0807,BTS-VIIa/444/117/2014,0,63.85,13.33,34.181,18788.29297,,0.29,0,0,0,0
-3.79545,54.06745,BTS-VIIa/22/88/2014,25.975,41.65,15.379,34.033,34000,,0.64,0,0,0,0
-4.9858,54.02055,BTS-VIIa/425/116/2014,33.7904583,65.76,14.383,34.175,12369.31738,,0.68,0,0,0,0
-4.5136,53.97535,BTS-VIIa/424/107/2014,0,38.17,14.86,34.103,13416.40723,,1.33,0,0,0,0
-3.3888,53.92295,BTS-VIIa/12/80/2014,0,15.8,16.552,33.617,19209.37305,,0.85,0,0,0,0
-3.8693,53.9107,BTS-VIIa/42/87/2014,0,35.57,15.586,34.033,44721.35938,,0.85,0,0,0,0
-3.5596,53.9736,BTS-VIIa/41/81/2014,0,23.45,16.118,33.934,24186.77344,,0.69,0,0,0,0
-3.3262,53.88885,BTS-VIIa/23/79/2014,0,11.92,16.551,33.646,18000,,0.89,0,0,0,0
